Area Type,Area Name,Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",50,50,0,0.0,20,40,60,19.01,"39,534",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",560,510,-50,-8.9,210,430,590,23.38,"48,616",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9081,Dental Laboratory Technicians,110,110,0,0.0,50,90,140,18.82,"39,149",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9111,Packaging and Filling Machine Operators and Tenders,400,460,60,15.0,180,290,530,18.19,"37,827",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",130,140,10,7.7,40,100,150,24.03,"49,989",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9141,Semiconductor Processors,70,80,10,14.3,30,60,100,29.10,"60,528",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9161,Computer Numerically Controlled Tool Operators,190,180,-10,-5.3,60,140,190,23.64,"49,167",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9198,Helpers--Production Workers,170,170,0,0.0,80,160,240,15.32,"31,877",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,51-9199,"Production Workers, All Other",420,470,50,11.9,150,330,530,18.83,"39,169",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,2,53-0000,Transportation and Material Moving Occupations,15570,18020,2450,15.7,7720,13760,23930,19.00,"39,523",N/A,N/A,N/A
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,3,53-1000,Supervisors of Transportation and Material Moving Workers,590,680,90,15.3,230,440,760,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-1047,"FirstLine Supervisors of Transportation & Material Moving Workers, Exc Aircraft Cargo Handling Supervisor",590,670,80,13.6,230,440,750,25.33,"52,693",High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,3,53-2000,Air Transportation Workers,150,170,20,13.3,50,110,180,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-2012,Commercial Pilots,70,90,20,28.6,30,60,110,0.00,"84,034",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-2021,Air Traffic Controllers,50,50,0,0.0,10,40,50,0.00,0,Associate's degree,None,Long-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,3,53-3000,Motor Vehicle Operators,3730,4430,700,18.8,1820,2670,5190,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-3031,Driver/Sales Workers,460,610,150,32.6,220,360,730,16.10,"33,483",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-3032,Heavy and Tractor-Trailer Truck Drivers,1730,1960,230,13.3,760,1250,2240,24.50,"50,960",Postsecondary non-degree award,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-3033,Light Truck or Delivery Services Drivers,1040,1280,240,23.1,480,790,1510,22.72,"47,253",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",400,480,80,20.0,290,220,590,0.00,0,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,3,53-5000,Water Transportation Workers,50,50,0,0.0,20,40,60,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,3,53-6000,Other Transportation Workers,350,410,60,17.1,190,360,610,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-6021,Parking Lot Attendants,210,240,30,14.3,110,230,370,15.15,"31,509",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-6031,Automotive and Watercraft Service Attendants,80,90,10,12.5,40,80,130,15.42,"32,076",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,3,53-7000,Material Moving Workers,10680,12250,1570,14.7,5410,10110,17090,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-7051,Industrial Truck and Tractor Operators,880,1000,120,13.6,280,720,1120,19.40,"40,363",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-7061,Cleaners of Vehicles and Equipment,540,600,60,11.1,280,510,850,15.40,"32,023",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",5270,5970,700,13.3,2460,4890,8050,19.15,"39,817",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-7064,"Packers and Packagers, Hand",1120,1210,90,8.0,660,940,1690,15.60,"32,433",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-7065,Stockers and Order Fillers,2460,3020,560,22.8,1560,2680,4800,15.94,"33,158",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-7081,Refuse and Recyclable Material Collectors,250,280,30,12.0,110,240,380,31.03,"64,541",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2020-2030,4,53-7199,"Material Moving Workers, All Other",70,70,0,0.0,20,60,80,15.52,"32,286",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,1,00-0000,"Total, All Occupations",212100,241000,28900,13.6,99780,151600,280280,23.96,"49,837",N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,2,11-0000,Management Occupations,18180,19870,1690,9.3,5850,9700,17240,53.61,"111,507",N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,3,11-1000,Top Executives,4240,4840,600,14.2,940,2710,4250,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-1011,Chief Executives,470,460,-10,-2.1,130,190,310,85.75,"178,371",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-1021,General and Operations Managers,3730,4350,620,16.6,810,2510,3940,50.71,"105,472",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,3,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1370,1510,140,10.2,290,910,1340,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-2021,Marketing Managers,250,290,40,16.0,60,170,270,76.26,"158,620",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-2022,Sales Managers,1010,1090,80,7.9,210,660,950,53.81,"111,919",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-2030,Public Relations and Fundraising Managers,100,120,20,20.0,30,60,110,0.00,0,Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,3,11-3000,Operations Specialties Managers,3010,3460,450,15.0,700,1670,2820,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-3010,Administrative Services and Facilities Managers,610,700,90,14.8,190,330,610,0.00,0,Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-3021,Computer and Information Systems Managers,390,440,50,12.8,70,240,360,80.60,"167,651",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-3031,Financial Managers,1020,1240,220,21.6,230,570,1020,73.67,"153,234",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-3051,Industrial Production Managers,440,480,40,9.1,90,220,350,61.77,"128,478",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-3061,Purchasing Managers,60,70,10,16.7,10,30,50,62.50,"129,992",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-3071,"Transportation, Storage, and Distribution Managers",250,280,30,12.0,50,150,230,52.30,"108,788",High school diploma or equivalent,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-3121,Human Resources Managers,200,220,20,10.0,50,120,190,66.86,"139,085",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,3,11-9000,Other Management Occupations,9560,10060,500,5.2,3920,4420,8840,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",3980,3470,-510,-12.8,2300,1300,3090,41.62,"86,575",High school diploma or equivalent,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9021,Construction Managers,800,880,80,10.0,170,430,680,53.82,"111,929",Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9031,"Education Administrators, Preschool and Childcare Center/Program",150,150,0,0.0,40,70,110,28.58,"59,430",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9032,"Education Administrators, Elementary and Secondary School",300,370,70,23.3,80,160,310,0.00,"136,325",Master's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9033,"Education Administrators, Postsecondary",310,350,40,12.9,80,160,280,51.87,"107,902",Master's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9039,"Education Administrators, All Other",140,180,40,28.6,40,70,150,40.80,"84,866",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9041,Architectural and Engineering Managers,320,350,30,9.4,60,170,260,80.89,"168,249",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9051,Food Service Managers,520,660,140,26.9,180,470,790,30.12,"62,643",High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9081,Lodging Managers,130,150,20,15.4,50,100,170,31.85,"66,247",High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9111,Medical and Health Services Managers,670,930,260,38.8,200,410,870,66.86,"139,064",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9121,Natural Sciences Managers,70,80,10,14.3,10,40,60,59.62,"123,988",Bachelor's degree,5 years or more,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9141,"Property, Real Estate, and Community Association Managers",840,900,60,7.1,330,330,720,23.85,"49,595",High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9151,Social and Community Service Managers,400,490,90,22.5,130,240,460,34.71,"72,210",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,11-9198,"Personal Service Managers; Entertainment & Recreation Managers, Except Gambling; and Managers, All Other",880,1040,160,18.2,220,470,850,0.00,0,Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,2,13-0000,Business and Financial Operations Occupations,10770,11940,1170,10.9,2980,6540,10690,38.66,"80,417",N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,3,13-1000,Business Operations Specialists,7670,8550,880,11.5,2120,4720,7720,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1020,Buyers and Purchasing Agents,490,480,-10,-2.0,160,310,460,32.84,"68,296",Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1031,"Claims Adjusters, Examiners, and Investigators",180,170,-10,-5.6,40,90,120,39.47,"82,106",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1041,Compliance Officers,380,400,20,5.3,90,210,320,39.77,"82,724",Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1051,Cost Estimators,500,510,10,2.0,140,300,450,39.74,"82,662",Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1071,Human Resources Specialists,770,870,100,13.0,220,540,860,38.44,"79,954",Bachelor's degree,None,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1081,Logisticians,190,250,60,31.6,50,140,250,46.54,"96,801",Bachelor's degree,None,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1111,Management Analysts,710,800,90,12.7,240,430,760,40.15,"83,506",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1121,"Meeting, Convention, and Event Planners",200,240,40,20.0,70,160,270,29.50,"61,355",Bachelor's degree,None,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1131,Fundraisers,80,110,30,37.5,30,60,120,31.15,"64,795",Bachelor's degree,None,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",130,130,0,0.0,40,80,120,37.81,"78,656",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1151,Training and Development Specialists,320,360,40,12.5,100,210,350,33.09,"68,821",Bachelor's degree,Less than 5 years,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1161,Market Research Analysts and Marketing Specialists,800,1010,210,26.3,210,660,1080,32.28,"67,143",Bachelor's degree,None,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",2880,3160,280,9.7,700,1480,2460,0.00,0,Bachelor's degree,None,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,3,13-2000,Financial Specialists,3100,3390,290,9.4,860,1820,2970,0.00,0,N/A,N/A,N/A
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-2011,Accountants and Auditors,1550,1760,210,13.5,460,980,1650,41.01,"85,288",Bachelor's degree,None,None
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-2020,Property Appraisers and Assessors,60,60,0,0.0,20,20,40,40.23,"83,681",Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-2052,Personal Financial Advisors,350,370,20,5.7,80,180,280,36.08,"75,052",Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,Santa Rosa MSA (Sonoma County),2020-2030,4,13-2072,Loan Officers,340,320,-20,-5.9,70,180,230,37.65,"78,306",Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
